# same-irrep resonance integrals <phi_left | F(k) | phi_right>
# of the converged crystal Fock operator; energies on the aligned scale
# mix = sin^2(theta) with tan(2 theta) = 2|H| / dE (two-level mixing fraction)
# columns: irrep  left_level  E_left(eV)  right_level  E_right(eV)  |H|(eV)  dE(eV)  mix(%)

# k point A (1/2,1/2,1/2)
M5     Ti 4d M5              27.648  O 3d M5#3             72.398     2.396   44.750    0.28
M5     Ti 3d M5               8.657  O 3d M5#4             74.268     3.373   65.611    0.26
M5     Ti 3p M5             -24.984  O 3s M5              137.345     8.188  162.328    0.25
M1     Ti 3s M1             -50.285  O 2p M1#2              6.236     2.802   56.520    0.24
M5     Ti 3p M5             -24.984  O 2p M5#1              6.215     1.516   31.199    0.23
M1     Ti 4p M1              17.444  O 2s M1               -8.593     1.262   26.038    0.23
M2     Ti 3d M2               9.896  O 3p M2               92.297     3.937   82.401    0.23
M1     Ti 4d M1              23.050  O 2p M1#2              6.236     0.764   16.815    0.21
M5     Ba 5d M5              13.974  O 3d M5#4             74.268     2.680   60.294    0.20
M3     Ba 7s M3              45.314  O 2p M3                5.189     1.770   40.125    0.19
M3     Ti 3d M3               8.076  O 3d M3#1             64.222     2.431   56.146    0.19
M5     Ti 3d M5               8.657  O 2s M5               -8.618     0.735   17.275    0.18
M5     Ti 4p M5              11.373  O 3s M5              137.345     5.209  125.971    0.17
M1     Ti 3d M1              10.186  O 2s M1               -8.593     0.772   18.780    0.17
M3     Ba 6p M3              29.128  O 2p M3                5.189     0.914   23.938    0.15
M4     Ba 5d M4              16.753  O 3d M4               58.329     1.496   41.576    0.13
M5     Ti 4p M5              11.373  O 3p M5#1             44.024     1.162   32.651    0.13
M1     Ba 5d M1               7.086  O 3s M1              207.156     6.986  200.070    0.12
M5     Ti 3p M5             -24.984  O 3d M5#3             72.398     3.260   97.382    0.11
M5     Ti 3p M5             -24.984  O 3d M5#1             58.247     2.731   83.230    0.11
M2     Ti 3d M2               9.896  O 3d M2#1             56.374     1.427   46.478    0.09
M1     Ti 3d M1              10.186  O 3s M1              207.156     5.516  196.970    0.08
M5     Ti 3p M5             -24.984  O 3p M5#1             44.024     1.821   69.008    0.07
M5     Ti 4d M5              27.648  O 3d M5#2             62.051     0.895   34.403    0.07
M5     Ti 3d M5               8.657  O 3p M5#1             44.024     0.903   35.366    0.07
M5     Ti 4d M5              27.648  O 3d M5#4             74.268     1.183   46.620    0.06
M5     Ti 3p M5             -24.984  O 3d M5#2             62.051     2.201   87.035    0.06
M1     Ti 4d M1              23.050  O 3s M1              207.156     4.651  184.106    0.06
M1     Ti 4s M1              18.477  O 2s M1               -8.593     0.618   27.071    0.05
M3     Ba 5p M3              -3.367  O 2p M3                5.189     0.193    8.557    0.05
M5     Ti 4d M5              27.648  O 3s M5              137.345     2.448  109.696    0.05
M5     Ti 3p M5             -24.984  O 3d M5#4             74.268     1.958   99.252    0.04
M5     Ti 3d M5               8.657  O 3d M5#1             58.247     0.905   49.589    0.03
M1     Ti 3p M1             -24.990  O 2p M1#1              5.083     0.515   30.073    0.03
M3     Ba 5s M3             -18.300  O 3d M3#1             64.222     1.309   82.522    0.03
M5     Ba 5d M5              13.974  O 2s M5               -8.618     0.355   22.592    0.02
M1     Ti 4s M1              18.477  O 3s M1              207.156     2.956  188.679    0.02
M3     Ti 4d M3              18.979  O 3d M3#2             76.453     0.816   57.474    0.02
M5     Ti 3p M5             -24.984  O 3p M5#2             54.975     1.104   79.959    0.02
M1     Ti 3d M1              10.186  O 2p M1#1              5.083     0.070    5.103    0.02
M3     Ba 6p M3              29.128  O 3d M3#1             64.222     0.455   35.095    0.02
M1     Ti 4p M1              17.444  O 3s M1              207.156     2.097  189.712    0.01
M5     Ti 4p M5              11.373  O 3p M5#2             54.975     0.404   43.602    0.01
M5     Ti 3d M5               8.657  O 3d M5#2             62.051     0.442   53.394    0.01
M5     Ba 5p M5              -4.015  O 3p M5#1             44.024     0.376   48.039    0.01
M5     Ti 4p M5              11.373  O 3d M5#4             74.268     0.458   62.895    0.01
M5     Ba 5d M5              13.974  O 3s M5              137.345     0.889  123.371    0.01
M5     Ti 3d M5               8.657  O 2p M5#1              6.215     0.016    2.442    0.00
M5     Ti 4d M5              27.648  O 2s M5               -8.618     0.238   36.266    0.00
M3     Ba 5p M3              -3.367  O 3d M3#2             76.453     0.522   79.820    0.00
M3     Ba 5d M3              12.519  O 3d M3#2             76.453     0.408   63.934    0.00
M5     Ti 3d M5               8.657  O 3d M5#3             72.398     0.372   63.741    0.00
M5     Ba 5p M5              -4.015  O 3d M5#2             62.051     0.374   66.066    0.00
M1     Ti 3p M1             -24.990  O 3s M1              207.156     0.961  232.146    0.00
M5     Ba 5p M5              -4.015  O 3s M5              137.345     0.537  141.360    0.00
M3     Ti 3d M3               8.076  O 3d M3#2             76.453     0.256   68.377    0.00
M3     Ba 5d M3              12.519  O 3d M3#1             64.222     0.180   51.704    0.00
M5     Ti 3d M5               8.657  O 3s M5              137.345     0.442  128.687    0.00
M5     Ba 5d M5              13.974  O 3d M5#2             62.051     0.160   48.077    0.00
M3     Ba 5s M3             -18.300  O 3d M3#2             76.453     0.271   94.752    0.00
M5     Ti 3d M5               8.657  O 3p M5#2             54.975     0.126   46.317    0.00
M5     Ba 5p M5              -4.015  O 3d M5#3             72.398     0.174   76.414    0.00
M5     Ti 4p M5              11.373  O 3d M5#3             72.398     0.107   61.025    0.00
M5     Ba 5d M5              13.974  O 3d M5#3             72.398     0.099   58.424    0.00
M5     Ba 5p M5              -4.015  O 3d M5#1             58.247     0.066   62.262    0.00
M5     Ti 4p M5              11.373  O 3d M5#1             58.247     0.024   46.873    0.00
M1     Ti 3s M1             -50.285  O 3s M1              207.156     0.128  257.441    0.00
M5     Ba 5p M5              -4.015  O 3p M5#2             54.975     0.024   58.990    0.00
M5     Ba 5d M5              13.974  O 3d M5#1             58.247     0.009   44.273    0.00
M5     Ba 5p M5              -4.015  O 3d M5#4             74.268     0.010   78.283    0.00
M5     Ti 3p M5             -24.984  O 2p M5#2              6.470     0.003   31.454    0.00
M3     Ba 5p M3              -3.367  O 3d M3#1             64.222     0.004   67.589    0.00

# k point Z (0,0,1/2)
Z5     Ba 6p Z5              45.007  O 3p Z5#1             46.916     8.832    1.909   44.63
Z1     Ti 5s Z1              71.795  O 3p Z1               91.316    14.893   19.521   22.59
Z1     Ti 4p Z1               8.143  O 2p Z1#2              6.124     1.346    2.019   19.99
Z1     Ti 4p Z1               8.143  O 2p Z1#1              5.867     1.514    2.276   19.96
Z1     Ti 4s Z1               8.035  O 2p Z1#2              6.124     1.129    1.911   17.70
Z1     Ba 5p Z1              -4.064  O 2s Z1#1             -9.003     2.811    4.939   17.00
Z1     Ti 4s Z1               8.035  O 2p Z1#1              5.867     1.153    2.168   15.76
Z2     Ba 5d Z2              10.906  O 2p Z2                6.600     1.420    4.306    8.26
Z2     Ti 3d Z2               8.638  O 2s Z2               -8.272     5.148   16.910    7.29
Z5     Ti 4d Z5              20.888  O 3p Z5#1             46.916     7.795   26.028    7.11
Z1     Ti 4s Z1               8.035  O 2s Z1#1             -9.003     5.010   17.039    6.90
Z5     Ti 4d Z5              20.888  O 2p Z5#2              6.466     4.084   14.422    6.49
Z5     Ba 5d Z5              12.144  O 2p Z5#1              5.616     1.824    6.528    6.35
Z1     Ti 4p Z1               8.143  O 2s Z1#2             -8.605     4.605   16.749    6.19
Z1     Ti 3p Z1             -24.998  O 2s Z1#2             -8.605     3.852   16.393    4.75
Z1     Ti 5s Z1              71.795  O 3s Z1#1            158.966    19.708   87.171    4.44
Z5     Ti 3p Z5             -24.974  O 2p Z5#1              5.616     5.325   30.590    2.78
Z5     Ti 4p Z5              21.849  O 3p Z5#2             70.418     8.245   48.568    2.65
Z5     Ti 4p Z5              21.849  O 2p Z5#1              5.616     2.662   16.233    2.49
Z1     Ba 5d Z1              15.892  O 2p Z1#1              5.867     1.638   10.025    2.47
Z1     Ba 5s Z1             -18.374  O 2s Z1#2             -8.605     1.537    9.768    2.31
Z1     Ti 3s Z1             -50.286  O 2p Z1#2              6.124     8.741   56.410    2.24
Z5     Ba 6p Z5              45.007  O 3p Z5#2             70.418     3.825   25.411    2.12
Z2     Ti 4d Z2              17.969  O 3d Z2#1             57.465     5.764   39.496    2.00
Z1     Ti 4p Z1               8.143  O 2s Z1#1             -9.003     2.427   17.147    1.89
Z2     Ti 4d Z2              17.969  O 3s Z2#1            150.190    18.225  132.220    1.80
Z1     Ti 3s Z1             -50.286  O 2s Z1#1             -9.003     5.690   41.282    1.80
Z1     Ba 5s Z1             -18.374  O 2p Z1#1              5.867     3.289   24.241    1.75
Z2     Ti 4d Z2              17.969  O 2s Z2               -8.272     3.404   26.242    1.60
Z3     Ba 5d Z3              15.269  O 3d Z3#1             64.732     6.129   49.463    1.47
Z1     Ti 4d Z1              21.777  O 2p Z1#1              5.867     1.814   15.909    1.25
Z1     Ti 4d Z1              21.777  O 2p Z1#2              6.124     1.772   15.653    1.23
Z5     Ba 5d Z5              12.144  O 2p Z5#3              7.107     0.559    5.037    1.19
Z5     Ti 3p Z5             -24.974  O 3p Z5#2             70.418    10.516   95.392    1.17
Z5     Ba 6p Z5              45.007  O 3d Z5#2             76.606     3.413   31.600    1.13
Z5     Ti 4p Z5              21.849  O 2p Z5#3              7.107     1.507   14.742    1.01
Z1     Ti 4d Z1              21.777  O 2s Z1#2             -8.605     3.033   30.382    0.97
Z1     Ti 3d Z1               9.999  O 2p Z1#2              6.124     0.368    3.875    0.88
Z5     Ba 5p Z5              -3.374  O 2p Z5#2              6.466     0.918    9.840    0.85
Z1     Ti 3d Z1               9.999  O 2s Z1#2             -8.605     1.732   18.604    0.85
Z5     Ti 3p Z5             -24.974  O 2p Z5#3              7.107     2.754   32.081    0.72
Z1     Ti 4s Z1               8.035  O 2s Z1#2             -8.605     1.392   16.640    0.69
Z2     Ti 4d Z2              17.969  O 3d Z2#3             61.443     3.524   43.473    0.64
Z1     Ti 3p Z1             -24.998  O 2p Z1#2              6.124     2.313   31.122    0.54
Z1     Ti 4d Z1              21.777  O 3s Z1#2            165.919    10.441  144.143    0.52
Z5     Ba 6p Z5              45.007  O 3d Z5#1             60.800     1.111   15.793    0.49
Z3     Ti 4d Z3              27.893  O 3d Z3#2             78.080     3.407   50.186    0.45
Z1     Ti 3p Z1             -24.998  O 2p Z1#1              5.867     2.082   30.866    0.45
Z3     Ti 3d Z3               9.590  O 3d Z3#2             78.080     4.351   68.490    0.40
Z2     Ti 3d Z2               8.638  O 3d Z2#3             61.443     3.301   52.805    0.39
Z1     Ba 5p Z1              -4.064  O 2s Z1#2             -8.605     0.270    4.541    0.35
Z2     Ba 5d Z2              10.906  O 3d Z2#2             60.725     2.810   49.819    0.32
Z2     Ti 3d Z2               8.638  O 3s Z2#2            183.739     9.788  175.102    0.31
Z5     Ti 3d Z5               9.392  O 2p Z5#3              7.107     0.116    2.285    0.26
Z5     Ti 3d Z5               9.392  O 2p Z5#2              6.466     0.148    2.926    0.25
Z1     Ti 3d Z1               9.999  O 2s Z1#1             -9.003     0.900   19.002    0.22
Z5     Ti 4p Z5              21.849  O 2p Z5#2              6.466     0.708   15.383    0.21
Z5     Ti 3d Z5               9.392  O 3d Z5#2             76.606     3.006   67.214    0.20
Z1     Ti 5s Z1              71.795  O 3s Z1#2            165.919     4.205   94.124    0.20
Z2     Ba 5d Z2              10.906  O 2s Z2               -8.272     0.841   19.178    0.19
Z5     Ba 5d Z5              12.144  O 3d Z5#1             60.800     2.025   48.656    0.17
Z5     Ba 6p Z5              45.007  O 2p Z5#2              6.466     1.542   38.540    0.16
Z5     Ti 3d Z5               9.392  O 2p Z5#1              5.616     0.146    3.776    0.15
Z1     Ti 3s Z1             -50.286  O 2p Z1#1              5.867     2.153   56.153    0.15
Z5     Ti 3d Z5               9.392  O 3p Z5#1             46.916     1.340   37.524    0.13
Z1     Ti 3s Z1             -50.286  O 2s Z1#2             -8.605     1.382   41.680    0.11
Z1     Ti 3d Z1               9.999  O 3s Z1#1            158.966     4.863  148.968    0.11
Z1     Ti 3d Z1               9.999  O 2p Z1#1              5.867     0.134    4.131    0.10
Z5     Ti 4d Z5              20.888  O 2p Z5#1              5.616     0.490   15.272    0.10
Z1     Ti 5s Z1              71.795  O 2p Z1#2              6.124     2.064   65.671    0.10
Z1     Ba 5s Z1             -18.374  O 2p Z1#2              6.124     0.758   24.498    0.10
Z2     Ti 3d Z2               8.638  O 3d Z2#1             57.465     1.507   48.827    0.09
Z1     Ti 3d Z1               9.999  O 3s Z1#2            165.919     4.437  155.921    0.08
Z5     Ti 4d Z5              20.888  O 3d Z5#1             60.800     1.122   39.912    0.08
Z1     Ti 4d Z1              21.777  O 3s Z1#1            158.966     3.831  137.190    0.08
Z1     Ti 4p Z1               8.143  O 3s Z1#2            165.919     4.264  157.776    0.07
Z5     Ti 3d Z5               9.392  O 3p Z5#2             70.418     1.627   61.026    0.07
Z1     Ti 3d Z1               9.999  O 3p Z1               91.316     2.158   81.317    0.07
Z5     Ba 5d Z5              12.144  O 3p Z5#2             70.418     1.474   58.273    0.06
Z1     Ti 3s Z1             -50.286  O 3s Z1#1            158.966     5.168  209.252    0.06
Z5     Ti 3p Z5             -24.974  O 3d Z5#2             76.606     2.418  101.580    0.06
Z1     Ti 3p Z1             -24.998  O 3p Z1               91.316     2.546  116.314    0.05
Z5     Ba 5d Z5              12.144  O 3p Z5#1             46.916     0.723   34.772    0.04
Z1     Ti 4s Z1               8.035  O 3s Z1#1            158.966     3.120  150.931    0.04
Z5     Ti 4p Z5              21.849  O 3p Z5#1             46.916     0.506   25.066    0.04
Z1     Ti 4s Z1               8.035  O 3p Z1               91.316     1.474   83.281    0.03
Z1     Ba 5p Z1              -4.064  O 2p Z1#2              6.124     0.172   10.189    0.03
Z5     Ti 3d Z5               9.392  O 3d Z5#1             60.800     0.865   51.408    0.03
Z5     Ti 4p Z5              21.849  O 3d Z5#1             60.800     0.633   38.951    0.03
Z2     Ti 4d Z2              17.969  O 2p Z2                6.600     0.182   11.369    0.03
Z1     Ti 3p Z1             -24.998  O 3s Z1#1            158.966     2.937  183.964    0.03
Z1     Ti 4p Z1               8.143  O 3s Z1#1            158.966     2.218  150.823    0.02
Z1     Ba 5s Z1             -18.374  O 3p Z1               91.316     1.601  109.690    0.02
Z1     Ti 3p Z1             -24.998  O 3s Z1#2            165.919     2.725  190.918    0.02
Z1     Ti 4d Z1              21.777  O 2s Z1#1             -9.003     0.437   30.780    0.02
Z2     Ba 5d Z2              10.906  O 3d Z2#1             57.465     0.655   46.559    0.02
Z2     Ti 3d Z2               8.638  O 2p Z2                6.600     0.029    2.037    0.02
Z2     Ti 4d Z2              17.969  O 3s Z2#2            183.739     2.319  165.770    0.02
Z5     Ti 3p Z5             -24.974  O 2p Z5#2              6.466     0.431   31.440    0.02
Z1     Ti 4p Z1               8.143  O 3p Z1               91.316     1.126   83.173    0.02
Z1     Ba 5d Z1              15.892  O 2s Z1#1             -9.003     0.336   24.896    0.02
Z5     Ba 5d Z5              12.144  O 2p Z5#2              6.466     0.074    5.678    0.02
Z3     Ti 4d Z3              27.893  O 3d Z3#1             64.732     0.464   36.839    0.02
Z5     Ba 6p Z5              45.007  O 2p Z5#1              5.616     0.487   39.390    0.02
Z1     Ti 3p Z1             -24.998  O 2s Z1#1             -9.003     0.196   15.995    0.01
Z1     Ti 4s Z1               8.035  O 3s Z1#2            165.919     1.885  157.884    0.01
Z1     Ba 5d Z1              15.892  O 2p Z1#2              6.124     0.114    9.768    0.01
Z5     Ti 3p Z5             -24.974  O 3d Z5#1             60.800     0.987   85.774    0.01
Z2     Ti 3d Z2               8.638  O 3s Z2#1            150.190     1.556  141.552    0.01
Z5     Ti 4p Z5              21.849  O 3d Z5#2             76.606     0.575   54.757    0.01
Z2     Ba 5d Z2              10.906  O 3s Z2#2            183.739     1.707  172.833    0.01
Z5     Ba 6p Z5              45.007  O 2p Z5#3              7.107     0.296   37.900    0.01
Z5     Ba 5d Z5              12.144  O 3d Z5#2             76.606     0.405   64.462    0.00
Z1     Ba 5s Z1             -18.374  O 2s Z1#1             -9.003     0.056    9.370    0.00
Z5     Ti 4d Z5              20.888  O 3d Z5#2             76.606     0.327   55.718    0.00
Z2     Ba 5d Z2              10.906  O 3d Z2#3             61.443     0.271   50.537    0.00
Z5     Ba 5p Z5              -3.374  O 2p Z5#1              5.616     0.047    8.990    0.00
Z1     Ti 3s Z1             -50.286  O 3s Z1#2            165.919     1.124  216.205    0.00
Z5     Ba 5p Z5              -3.374  O 3p Z5#1             46.916     0.261   50.289    0.00
Z1     Ba 5p Z1              -4.064  O 3s Z1#2            165.919     0.831  169.984    0.00
Z5     Ti 4d Z5              20.888  O 2p Z5#3              7.107     0.066   13.781    0.00
Z1     Ba 5d Z1              15.892  O 2s Z1#2             -8.605     0.117   24.497    0.00
Z1     Ba 5d Z1              15.892  O 3p Z1               91.316     0.357   75.424    0.00
Z1     Ti 4d Z1              21.777  O 3p Z1               91.316     0.313   69.539    0.00
Z2     Ti 3d Z2               8.638  O 3d Z2#2             60.725     0.212   52.087    0.00
Z5     Ba 5p Z5              -3.374  O 3d Z5#2             76.606     0.319   79.980    0.00
Z1     Ba 5p Z1              -4.064  O 2p Z1#1              5.867     0.039    9.932    0.00
Z3     Ba 5d Z3              15.269  O 3d Z3#2             78.080     0.243   62.811    0.00
Z1     Ti 5s Z1              71.795  O 2s Z1#1             -9.003     0.237   80.798    0.00
Z1     Ba 5p Z1              -4.064  O 3s Z1#1            158.966     0.470  163.031    0.00
Z1     Ti 5s Z1              71.795  O 2s Z1#2             -8.605     0.227   80.400    0.00
Z1     Ba 5d Z1              15.892  O 3s Z1#1            158.966     0.362  143.074    0.00
Z1     Ba 5s Z1             -18.374  O 3s Z1#1            158.966     0.396  177.340    0.00
Z3     Ti 3d Z3               9.590  O 3d Z3#1             64.732     0.107   55.143    0.00
Z2     Ti 4d Z2              17.969  O 3d Z2#2             60.725     0.073   42.755    0.00
Z2     Ba 5d Z2              10.906  O 3s Z2#1            150.190     0.239  139.284    0.00
Z1     Ba 5d Z1              15.892  O 3s Z1#2            165.919     0.182  150.027    0.00
Z1     Ba 5s Z1             -18.374  O 3s Z1#2            165.919     0.222  184.293    0.00
Z5     Ba 5p Z5              -3.374  O 2p Z5#3              7.107     0.011   10.481    0.00
Z5     Ba 5p Z5              -3.374  O 3d Z5#1             60.800     0.056   64.174    0.00
Z1     Ti 5s Z1              71.795  O 2p Z1#1              5.867     0.045   65.928    0.00
Z5     Ti 4d Z5              20.888  O 3p Z5#2             70.418     0.022   49.530    0.00
Z1     Ti 3s Z1             -50.286  O 3p Z1               91.316     0.064  141.602    0.00
Z5     Ba 5p Z5              -3.374  O 3p Z5#2             70.418     0.024   73.791    0.00
Z5     Ti 3p Z5             -24.974  O 3p Z5#1             46.916     0.016   71.890    0.00
Z1     Ba 5p Z1              -4.064  O 3p Z1               91.316     0.006   95.380    0.00

# k point R (0,1/2,1/2)
R1     Ti 4s R1               7.032  O 2p R1#3              7.047     0.051    0.015   42.80
R3     Ba 7s R3              46.597  O 3p R3#1             42.126     5.557    4.470   31.34
R3     Ba 7s R3              46.597  O 3d R3#1             60.057    12.559   13.460   26.38
R1     Ti 4s R1               7.032  O 2p R1#1              5.247     1.426    1.785   23.47
R3     Ba 7s R3              46.597  O 3p R3#2             53.572     5.015    6.975   21.45
R2     Ti 4d R2              27.253  O 3p R2               54.358    18.965   27.105   20.93
R3     Ba 7s R3              46.597  O 3d R3#2             60.898     9.443   14.302   19.82
R1     Ti 3d R1#1             9.781  O 2p R1#3              7.047     1.264    2.734   13.28
R1     Ba 5p R1              -4.053  O 2s R1#2             -8.561     1.841    4.509   11.27
R3     Ba 5p R3              -3.912  O 2s R3               -8.627     1.852    4.715   10.68
R3     Ti 4p R3              11.137  O 2p R3#2              6.251     1.754    4.885    9.38
R1     Ti 4p R1#1            11.386  O 2p R1#2              6.268     1.689    5.118    8.27
R1     Ti 4s R1               7.032  O 2s R1#1             -8.666     4.828   15.698    7.41
R3     Ti 3d R3               8.124  O 2p R3#1              5.297     0.831    2.827    6.90
R2     Ba 6p R2              30.722  O 3d R2#3             77.506    13.229   46.784    6.48
R4     Ti 4p R4              18.434  O 2p R4#1              6.177     3.157   12.257    5.55
R3     Ba 5d R3#1            12.223  O 2p R3#1              5.297     1.747    6.926    5.36
R3     Ti 4p R3              11.137  O 2s R3               -8.627     4.880   19.763    5.17
R1     Ti 4p R1#2            29.693  O 3d R1#1             55.741     6.404   26.048    5.13
R3     Ti 3p R3             -24.984  O 2s R3               -8.627     3.803   16.358    4.66
R1     Ti 3s R1             -50.285  O 2p R1#1              5.247    12.197   55.532    4.22
R1     Ti 3d R1#2            10.036  O 2p R1#3              7.047     0.644    2.990    4.08
R2     Ti 4d R2              27.253  O 2p R2                6.449     4.445   20.803    4.02
R2     Ba 5d R2              14.344  O 2p R2                6.449     1.681    7.894    4.00
R1     Ti 4p R1#1            11.386  O 2s R1#2             -8.561     4.246   19.947    4.00
R4     Ba 5d R4              14.091  O 2p R4#2              6.519     1.606    7.572    3.97
R1     Ti 4d R1#2            30.953  O 2p R1#3              7.047     5.044   23.906    3.93
R1     Ba 5p R1              -4.053  O 2s R1#1             -8.666     0.948    4.613    3.75
R1     Ti 3p R1             -24.996  O 2s R1#2             -8.561     3.308   16.435    3.62
R1     Ba 5d R1              18.696  O 3d R1#1             55.741     7.431   37.045    3.60
R1     Ti 4d R1#2            30.953  O 3d R1#1             55.741     4.954   24.788    3.57
R1     Ti 4s R1               7.032  O 2s R1#2             -8.561     2.964   15.593    3.26
R4     Ti 3p R4             -24.973  O 2p R4#1              6.177     5.882   31.150    3.22
R4     Ti 4d R4              28.202  O 2p R4#2              6.519     4.093   21.683    3.22
R2     Ti 4d R2              27.253  O 3d R2#1             58.366     5.848   31.114    3.20
R1     Ti 4d R1#2            30.953  O 3d R1#2             58.917     5.193   27.964    3.13
R3     Ti 4d R3              18.449  O 2p R3#1              5.297     2.440   13.152    3.12
R1     Ti 3s R1             -50.285  O 3d R1#3             60.533    19.223  110.818    2.76
R2     Ti 3d R2               8.855  O 2p R2                6.449     0.394    2.406    2.48
R1     Ba 5d R1              18.696  O 3d R1#3             60.533     6.458   41.838    2.22
R1     Ba 5d R1              18.696  O 2p R1#1              5.247     2.007   13.449    2.09
R1     Ti 4d R1#1            22.929  O 3s R1#1            154.189    18.964  131.260    1.97
R3     Ba 5s R3             -18.323  O 2p R3#1              5.297     3.387   23.620    1.94
R1     Ti 4d R1#2            30.953  O 3d R1#3             60.533     4.013   29.581    1.75
R3     Ba 5d R3#2            16.262  O 3p R3#2             53.572     4.890   37.310    1.63
R1     Ti 4p R1#1            11.386  O 2s R1#1             -8.666     2.613   20.052    1.62
R1     Ti 3s R1             -50.285  O 3d R1#1             55.741    13.231  106.026    1.49
R1     Ti 4d R1#1            22.929  O 2p R1#1              5.247     2.173   17.682    1.44
R1     Ti 4d R1#1            22.929  O 3d R1#1             55.741     3.951   32.812    1.39
R1     Ti 3p R1             -24.996  O 2s R1#1             -8.666     1.896   16.330    1.30
R4     Ti 4p R4              18.434  O 3d R4#2             60.490     4.742   42.056    1.22
R1     Ti 3s R1             -50.285  O 2s R1#1             -8.666     4.639   41.619    1.20
R4     Ti 4d R4              28.202  O 3d R4#1             58.246     3.184   30.044    1.09
R3     Ba 5d R3#2            16.262  O 2p R3#3              7.287     0.948    8.975    1.08
R1     Ti 4p R1#2            29.693  O 3d R1#4             70.756     4.308   41.063    1.07
R1     Ti 3d R1#1             9.781  O 2s R1#2             -8.561     1.842   18.342    0.98
R1     Ba 5p R1              -4.053  O 2p R1#2              6.268     1.013   10.321    0.94
R3     Ti 4p R3              11.137  O 2p R3#1              5.297     0.572    5.840    0.93
R2     Ba 6p R2              30.722  O 3p R2               54.358     2.264   23.635    0.89
R3     Ba 5p R3              -3.912  O 2p R3#2              6.251     0.971   10.163    0.89
R4     Ti 3d R4               8.851  O 2p R4#2              6.519     0.207    2.331    0.77
R3     Ba 7s R3              46.597  O 3s R3              136.802     7.749   90.205    0.72
R4     Ti 3d R4               8.851  O 2p R4#1              6.177     0.226    2.674    0.70
R3     Ti 4d R3              18.449  O 3d R3#2             60.898     3.520   42.449    0.67
R1     Ti 4d R1#2            30.953  O 3p R1               84.184     4.368   53.231    0.66
R3     Ti 4p R3              11.137  O 3p R3#1             42.126     2.508   30.990    0.64
R1     Ti 3p R1             -24.996  O 2p R1#3              7.047     2.477   32.043    0.59
R3     Ti 4d R3              18.449  O 3p R3#1             42.126     1.788   23.677    0.56
R1     Ti 3s R1             -50.285  O 3d R1#4             70.756     9.005  121.041    0.54
R1     Ti 4d R1#2            30.953  O 3d R1#5             90.622     4.306   59.669    0.51
R1     Ti 4p R1#2            29.693  O 2p R1#2              6.268     1.646   23.425    0.49
R1     Ti 4d R1#1            22.929  O 2s R1#1             -8.666     2.112   31.595    0.44
R1     Ti 4d R1#1            22.929  O 2s R1#2             -8.561     2.102   31.490    0.44
R1     Ti 4p R1#1            11.386  O 2p R1#1              5.247     0.410    6.139    0.44
R3     Ti 3d R3               8.124  O 2p R3#2              6.251     0.118    1.873    0.39
R4     Ti 3p R4             -24.973  O 3d R4#3             74.762     6.152   99.735    0.38
R3     Ti 3d R3               8.124  O 3p R3#1             42.126     2.034   34.002    0.35
R1     Ti 4p R1#2            29.693  O 3d R1#3             60.533     1.817   30.840    0.34
R1     Ti 4p R1#1            11.386  O 2p R1#3              7.047     0.255    4.340    0.34
R2     Ti 3d R2               8.855  O 3d R2#2             74.501     3.854   65.646    0.34
R1     Ti 3d R1#2            10.036  O 3d R1#3             60.533     2.833   50.497    0.31
R3     Ti 3d R3               8.124  O 2p R3#3              7.287     0.047    0.837    0.31
R3     Ba 5d R3#1            12.223  O 2p R3#2              6.251     0.326    5.972    0.30
R1     Ba 5d R1              18.696  O 3d R1#4             70.756     2.815   52.060    0.29
R4     Ti 4p R4              18.434  O 2p R4#2              6.519     0.628   11.915    0.28
R3     Ti 3p R3             -24.984  O 3s R3              136.802     8.000  161.786    0.24
R2     Ba 5d R2              14.344  O 3d R2#2             74.501     2.969   60.157    0.24
R1     Ti 4d R1#2            30.953  O 3d R1#4             70.756     1.877   39.804    0.22
R4     Ti 3d R4               8.851  O 3d R4#3             74.762     3.098   65.912    0.22
R3     Ba 5d R3#2            16.262  O 2p R3#1              5.297     0.513   10.965    0.22
R4     Ba 5d R4              14.091  O 2p R4#1              6.177     0.366    7.915    0.21
R1     Ti 4p R1#1            11.386  O 3p R1               84.184     3.355   72.798    0.21
R1     Ti 4d R1#1            22.929  O 2p R1#2              6.268     0.751   16.661    0.20
R1     Ti 4p R1#2            29.693  O 2p R1#3              7.047     1.019   22.647    0.20
R1     Ti 3d R1#1             9.781  O 3p R1               84.184     3.265   74.403    0.19
R4     Ti 4p R4              18.434  O 3d R4#3             74.762     2.436   56.328    0.19
R1     Ti 4p R1#1            11.386  O 3d R1#2             58.917     2.053   47.531    0.19
R1     Ti 3p R1             -24.996  O 2p R1#2              6.268     1.338   31.265    0.18
R1     Ti 4d R1#1            22.929  O 3d R1#4             70.756     2.023   47.827    0.18
R3     Ti 3d R3               8.124  O 2s R3               -8.627     0.700   16.751    0.17
R3     Ti 4p R3              11.137  O 3d R3#2             60.898     2.076   49.762    0.17
R3     Ti 4d R3              18.449  O 3p R3#2             53.572     1.444   35.123    0.17
R3     Ti 4p R3              11.137  O 3s R3              136.802     5.123  125.665    0.17
R3     Ti 3p R3             -24.984  O 2p R3#2              6.251     1.266   31.236    0.16
R1     Ti 3d R1#1             9.781  O 3d R1#4             70.756     2.445   60.975    0.16
